text_data
The country HND had a total of 1 cancellations.
The country HRV had a total of 25 cancellations.
The country HUN had a total of 77 cancellations.
The country IDN had a total of 24 cancellations.
The country IMN had a total of 2 cancellations.
The country IND had a total of 35 cancellations.
The country IRL had a total of 832 cancellations.
The country IRN had a total of 23 cancellations.
The country IRQ had a total of 0 cancellations.
The country ISL had a total of 4 cancellations.
The country ISR had a total of 169 cancellations.
The country ITA had a total of 1333 cancellations.
The country JAM had a total of 0 cancellations.
The country JEY had a total of 8 cancellations.
The country JOR had a total of 3 cancellations.
The country JPN had a total of 28 cancellations.
The country KAZ had a total of 5 cancellations.
The country KEN had a total of 2 cancellations.
The country KHM had a total of 2 cancellations.
The country KIR had a total of 0 cancellations.
The country KNA had a total of 0 cancellations.
The country KOR had a total of 55 cancellations.
The country KWT had a total of 6 cancellations.
The country LAO had a total of 0 cancellations.
The country LBN had a total of 9 cancellations.
The country LBY had a total of 0 cancellations.
The country LCA had a total of 0 cancellations.
The country LIE had a total of 1 cancellations.
The country LKA had a total of 0 cancellations.
The country LTU had a total of 7 cancellations.
The country LUX had a total of 109 cancellations.
The country LVA had a total of 9 cancellations.
The country MAC had a total of 15 cancellations.
The country MAR had a total of 109 cancellations.
The country MCO had a total of 1 cancellations.
The country MDG had a total of 0 cancellations.
The country MDV had a total of 9 cancellations.
The country MEX had a total of 10 cancellations.
The country MKD had a total of 2 cancellations.
The country MLI had a total of 0 cancellations.
The country MLT had a total of 5 cancellations.
The country MMR had a total of 0 cancellations.
The country MNE had a total of 2 cancellations.
The country MOZ had a total of 19 cancellations.
The country MRT had a total of 0 cancellations.
The country MUS had a total of 1 cancellations.
The country MWI had a total of 0 cancellations.
The country MYS had a total of 3 cancellations.
The country MYT had a total of 2 cancellations.
The country NAM had a total of 0 cancellations.
The country NCL had a total of 0 cancellations.
The country NGA had a total of 21 cancellations.
The country NIC had a total of 1 cancellations.
The country NLD had a total of 387 cancellations.
The country NOR had a total of 181 cancellations.
The country NPL had a total of 0 cancellations.
The country NZL had a total of 6 cancellations.
The country OMN had a total of 4 cancellations.
The country PAK had a total of 9 cancellations.
The country PAN had a total of 0 cancellations.
The country PER had a total of 6 cancellations.
The country PHL had a total of 25 cancellations.
The country PLW had a total of 0 cancellations.
The country POL had a total of 215 cancellations.
The country PRI had a total of 2 cancellations.
The country PRT had a total of 27586 cancellations.
The country PRY had a total of 0 cancellations.
The country PYF had a total of 0 cancellations.
The country QAT had a total of 11 cancellations.
The country ROU had a total of 134 cancellations.
The country RUS had a total of 239 cancellations.
The country RWA had a total of 0 cancellations.
The country SAU had a total of 33 cancellations.
The country SDN had a total of 0 cancellations.
The country SEN had a total of 8 cancellations.
The country SGP had a total of 16 cancellations.
The country SLE had a total of 0 cancellations.
The country SLV had a total of 0 cancellations.
The country SMR had a total of 0 cancellations.
The country SRB had a total of 3 cancellations.
The country STP had a total of 0 cancellations.
The country SUR had a total of 0 cancellations.
The country SVK had a total of 24 cancellations.
The country SVN had a total of 15 cancellations.
The country SWE had a total of 227 cancellations.
The country SYC had a total of 1 cancellations.
The country SYR had a total of 0 cancellations.
The country TGO had a total of 0 cancellations.
The country THA had a total of 18 cancellations.
The country TJK had a total of 8 cancellations.
The country TMP had a total of 1 cancellations.
The country TUN had a total of 19 cancellations.
The country TUR had a total of 102 cancellations.
The country TWN had a total of 14 cancellations.
The country TZA had a total of 3 cancellations.
The country UGA had a total of 0 cancellations.
The country UKR had a total of 20 cancellations.
The country UMI had a total of 1 cancellations.
The country URY had a total of 9 cancellations.
The country USA had a total of 501 cancellations.
The country UZB had a total of 2 cancellations.
The country VEN had a total of 12 cancellations.
The country VGB had a total of 1 cancellations.
The country VNM had a total of 2 cancellations.
The country ZAF had a total of 31 cancellations.
The country ZMB had a total of 1 cancellations.
The country ZWE had a total of 2 cancellations.
